IL_SMILES,Temperature(K),Pressure(mPa),xCO2(mole fraction)
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,6.0,0.132
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,8.0,0.167
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,10.0,0.195
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,12.0,0.225
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,14.0,0.247
CCSC(=[N+](C)C)N(C)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.5,18.0,0.295
OCC[NH3+].C(C)(=O)[O-],303.0,0.89,0.0687
OCC[NH3+].C(C)(=O)[O-],313.0,0.9,0.0565
OCC[NH3+].C(C)(=O)[O-],323.0,0.92,0.0316
OCC[NH3+].C(C)(=O)[O-],303.0,1.97,0.1413
OCC[NH3+].C(C)(=O)[O-],313.0,1.98,0.1174
OCC[NH3+].C(C)(=O)[O-],323.0,2.01,0.0918
OCC[NH3+].C(C)(=O)[O-],303.0,2.6,0.1789
OCC[NH3+].C(C)(=O)[O-],313.0,2.64,0.1447
OCC[NH3+].C(C)(=O)[O-],323.0,2.65,0.1156
OCC[NH3+].C(C)(=O)[O-],303.0,4.25,0.2574
OCC[NH3+].C(C)(=O)[O-],313.0,4.36,0.2162
OCC[NH3+].C(C)(=O)[O-],323.0,4.45,0.17
OCC[NH3+].C(C)(=O)[O-],303.0,5.67,0.2978
OCC[NH3+].C(C)(=O)[O-],313.0,5.87,0.2494
OCC[NH3+].C(C)(=O)[O-],323.0,6.1,0.2086
OCC[NH3+].C(C)(=O)[O-],303.0,7.4,0.3496
OCC[NH3+].C(C)(=O)[O-],313.0,7.81,0.2952
OCC[NH3+].C(C)(=O)[O-],303.0,8.03,0.3682
OCC[NH3+].C(C)(=O)[O-],323.0,8.02,0.239
OCC[NH3+].C(C)(=O)[O-],313.0,8.92,0.3107
OCC[NH3+].C(C)(=O)[O-],303.0,9.01,0.4009
OCC[NH3+].C(C)(=O)[O-],323.0,9.63,0.2597
OCC[NH3+].C(C)(=O)[O-],313.0,10.03,0.3173
OCC[NH3+].C(C)(=O)[O-],323.0,10.98,0.2787
OCC[NH3+].C(C)(=O)[O-],298.15,1.16,0.012
OCC[NH3+].C(C)(=O)[O-],298.15,3.52,0.0359
OCC[NH3+].C(C)(=O)[O-],298.15,5.46,0.0556
OCC[NH3+].C(C)(=O)[O-],298.15,8.94,0.0912
OCC[NH3+].C(C)(=O)[O-],298.15,11.89,0.1202
OCC[NH3+].C(C)(=O)[O-],298.15,14.56,0.1442
OCC[NH3+].C(C)(=O)[O-],313.15,1.45,0.0135
OCC[NH3+].C(C)(=O)[O-],313.15,3.48,0.0316
OCC[NH3+].C(C)(=O)[O-],313.15,6.79,0.0616
OCC[NH3+].C(C)(=O)[O-],313.15,10.48,0.0957
OCC[NH3+].C(C)(=O)[O-],313.15,13.78,0.1248
OCC[NH3+].C(C)(=O)[O-],313.15,15.42,0.1386
OCC[NH3+].C(C)(=O)[O-],328.15,1.24,0.0081
OCC[NH3+].C(C)(=O)[O-],328.15,4.48,0.0315
OCC[NH3+].C(C)(=O)[O-],328.15,7.89,0.0558
OCC[NH3+].C(C)(=O)[O-],328.15,10.78,0.0761
OCC[NH3+].C(C)(=O)[O-],328.15,13.54,0.0948
OCC[NH3+].C(C)(=O)[O-],328.15,15.02,0.1061
OCC[NH3+].C(=O)[O-],303.0,0.44,0.034
OCC[NH3+].C(=O)[O-],303.0,1.57,0.105
OCC[NH3+].C(=O)[O-],303.0,1.85,0.116
OCC[NH3+].C(=O)[O-],303.0,2.06,0.1279
OCC[NH3+].C(=O)[O-],303.0,4.05,0.2113
OCC[NH3+].C(=O)[O-],303.0,5.54,0.2575
OCC[NH3+].C(=O)[O-],303.0,6.94,0.2885
OCC[NH3+].C(=O)[O-],303.0,7.89,0.3083
OCC[NH3+].C(=O)[O-],303.0,8.13,0.3082
OCC[NH3+].C(=O)[O-],313.0,0.51,0.0304
OCC[NH3+].C(=O)[O-],313.0,1.6,0.0831
OCC[NH3+].C(=O)[O-],313.0,1.98,0.1001
OCC[NH3+].C(=O)[O-],313.0,2.22,0.1099
OCC[NH3+].C(=O)[O-],313.0,4.33,0.1796
OCC[NH3+].C(=O)[O-],313.0,5.86,0.2101
OCC[NH3+].C(=O)[O-],313.0,7.46,0.2428
OCC[NH3+].C(=O)[O-],313.0,8.69,0.2468
OCC[NH3+].C(=O)[O-],313.0,9.09,0.2437
OCC[NH3+].C(=O)[O-],323.0,0.59,0.0271
OCC[NH3+].C(=O)[O-],323.0,1.63,0.0697
OCC[NH3+].C(=O)[O-],323.0,2.18,0.0895
OCC[NH3+].C(=O)[O-],323.0,2.42,0.0964
OCC[NH3+].C(=O)[O-],323.0,4.55,0.1535
OCC[NH3+].C(=O)[O-],323.0,6.13,0.1914
OCC[NH3+].C(=O)[O-],323.0,7.99,0.2136
OCC[NH3+].C(=O)[O-],323.0,9.53,0.2179
OCC[NH3+].C(=O)[O-],323.0,10.01,0.2189
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,25.2,0.1121
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,82.0,0.2422
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,73.3,0.223
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,61.4,0.2078
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,7.8,0.041
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,18.9,0.0903
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,34.9,0.1447
OCC[NH3+].C([C@@H](O)C)(=O)[O-],303.0,52.7,0.1939
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,25.9,0.088
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,92.0,0.185
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,79.5,0.1789
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,65.4,0.1693
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,7.9,0.0308
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,19.2,0.0686
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,36.1,0.1136
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.0,54.9,0.1516
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,26.6,0.0747
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,100.9,0.1661
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,84.9,0.1642
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,69.1,0.1468
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,8.1,0.026
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,19.4,0.0584
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,38.0,0.0989
OCC[NH3+].C([C@@H](O)C)(=O)[O-],323.0,57.1,0.1318
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,1.24,0.0112
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,3.46,0.0251
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,6.48,0.0456
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,9.48,0.0775
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,12.45,0.0876
OCC[NH3+].C([C@@H](O)C)(=O)[O-],298.15,15.12,0.1056
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,1.76,0.0106
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,3.92,0.0239
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,7.48,0.0445
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,10.45,0.0621
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,12.48,0.0743
OCC[NH3+].C([C@@H](O)C)(=O)[O-],313.15,15.56,0.0921
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,1.27,0.0034
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,3.68,0.0092
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,6.95,0.0181
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,10.12,0.0264
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,13.56,0.0352
OCC[NH3+].C([C@@H](O)C)(=O)[O-],328.15,15.45,0.0398
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,0.76,0.0889
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,1.5,0.1659
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,2.35,0.2418
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,3.0,0.2927
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,4.21,0.3736
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,5.48,0.4431
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,5.92,0.4567
CCO[NH2+]OCC.C(C)(=O)[O-],303.0,6.57,0.486
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,0.79,0.0758
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,1.56,0.142
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,2.48,0.2125
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,3.22,0.2615
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,4.31,0.3196
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,5.66,0.3774
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,6.31,0.3987
CCO[NH2+]OCC.C(C)(=O)[O-],313.0,7.1,0.4255
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,0.83,0.068
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,1.68,0.1307
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,2.6,0.1912
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,3.47,0.2392
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,4.5,0.2828
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,5.88,0.3382
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,6.78,0.371
CCO[NH2+]OCC.C(C)(=O)[O-],323.0,7.67,0.3948
CCO[NH2+]OCC.C(=O)[O-],303.0,0.66,0.03
CCO[NH2+]OCC.C(=O)[O-],303.0,2.1,0.0863
CCO[NH2+]OCC.C(=O)[O-],303.0,2.85,0.1095
CCO[NH2+]OCC.C(=O)[O-],303.0,3.92,0.1367
CCO[NH2+]OCC.C(=O)[O-],303.0,6.02,0.1821
CCO[NH2+]OCC.C(=O)[O-],303.0,6.48,0.1883
CCO[NH2+]OCC.C(=O)[O-],303.0,7.28,0.1907
CCO[NH2+]OCC.C(=O)[O-],313.0,0.72,0.0243
CCO[NH2+]OCC.C(=O)[O-],313.0,2.22,0.068
CCO[NH2+]OCC.C(=O)[O-],313.0,3.03,0.0878
CCO[NH2+]OCC.C(=O)[O-],313.0,4.15,0.1107
CCO[NH2+]OCC.C(=O)[O-],313.0,6.48,0.1463
CCO[NH2+]OCC.C(=O)[O-],313.0,7.0,0.1491
CCO[NH2+]OCC.C(=O)[O-],313.0,7.92,0.1584
CCO[NH2+]OCC.C(=O)[O-],323.0,0.77,0.0202
CCO[NH2+]OCC.C(=O)[O-],323.0,2.35,0.0569
CCO[NH2+]OCC.C(=O)[O-],323.0,3.21,0.0715
CCO[NH2+]OCC.C(=O)[O-],323.0,4.4,0.0906
CCO[NH2+]OCC.C(=O)[O-],323.0,6.9,0.128
CCO[NH2+]OCC.C(=O)[O-],323.0,7.5,0.1282
CCO[NH2+]OCC.C(=O)[O-],323.0,8.52,0.1347
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,1.24,0.0704
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,2.51,0.1311
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,3.47,0.169
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,4.66,0.2084
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,5.65,0.2337
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,6.77,0.2552
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],303.0,7.32,0.264
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,1.31,0.0649
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,2.63,0.118
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,3.64,0.1499
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,4.97,0.1864
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,6.02,0.2141
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,7.22,0.2335
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],313.0,7.96,0.2369
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,1.36,0.0559
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,2.72,0.1143
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,3.78,0.1343
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,5.37,0.1716
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,6.38,0.1931
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,7.68,0.2147
CCO[NH2+]OCC.C([C@@H](O)C)(=O)[O-],323.0,8.5,0.224
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,1.75,0.018
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,2.33,0.021
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,3.5,0.033
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,4.34,0.041
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,6.45,0.061
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,7.33,0.068
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,7.66,0.071
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,303.15,11.02,0.102
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,1.14,0.008
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,2.91,0.019
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,4.08,0.031
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,5.49,0.043
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,6.77,0.053
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,8.08,0.065
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,9.17,0.071
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,313.15,10.16,0.079
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,1.19,0.007
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,3.0,0.019
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,4.27,0.028
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,5.71,0.041
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,8.46,0.059
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,9.6,0.065
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,323.15,10.64,0.072
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,1.25,0.006
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,3.12,0.018
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,4.44,0.026
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,5.97,0.037
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,7.38,0.045
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,8.82,0.055
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,333.15,9.99,0.061
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,1.3,0.005
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,3.25,0.016
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,4.6,0.025
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,6.19,0.035
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,7.68,0.042
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,9.17,0.051
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,343.15,10.4,0.057
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,1.35,0.004
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,3.35,0.016
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,4.79,0.022
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,6.44,0.032
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,7.96,0.04
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,9.5,0.049
OCC[n+]1ccn(c1)C.F[B-](F)(F)F,353.15,11.94,0.061
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,1.33,0.013
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,3.11,0.035
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,5.79,0.064
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,6.67,0.075
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,7.45,0.084
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,303.15,9.06,0.104
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,1.39,0.012
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,3.25,0.033
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,4.6,0.045
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,6.06,0.06
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,7.0,0.068
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,7.84,0.076
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,8.54,0.085
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,313.15,10.01,0.101
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,1.45,0.01
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,3.41,0.028
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,4.82,0.04
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,6.34,0.055
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,7.33,0.062
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,8.19,0.07
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,8.97,0.076
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,323.15,9.86,0.086
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,1.52,0.009
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,3.56,0.026
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,5.02,0.037
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,6.63,0.049
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,7.62,0.059
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,8.53,0.066
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,333.15,9.36,0.07
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,1.61,0.006
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,3.7,0.023
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,5.23,0.033
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,6.87,0.048
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,7.94,0.054
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,8.89,0.061
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,343.15,9.73,0.066
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,1.69,0.009
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,3.86,0.02
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,5.42,0.032
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,7.17,0.042
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,8.27,0.049
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,9.26,0.055
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,10.08,0.064
OCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,353.15,11.27,0.07
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,0.97,0.022
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,2.44,0.054
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,4.44,0.093
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,5.64,0.119
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,6.54,0.139
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,7.95,0.164
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,303.15,9.54,0.191
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,1.03,0.021
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,2.57,0.05
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,4.68,0.086
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,5.97,0.109
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,6.94,0.127
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,8.43,0.151
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,313.15,10.11,0.177
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,1.08,0.019
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,2.69,0.046
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,4.92,0.08
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,6.28,0.102
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,7.3,0.118
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,8.88,0.141
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323.15,10.64,0.166
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,1.13,0.018
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,2.82,0.043
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,5.15,0.075
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,6.57,0.096
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,7.64,0.111
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,9.3,0.132
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333.15,11.14,0.158
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,1.17,0.017
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,2.93,0.041
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,5.36,0.072
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,6.84,0.092
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,7.97,0.106
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,343.15,9.69,0.127
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,10.08,0.122
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,1.22,0.016
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,3.05,0.039
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,5.57,0.069
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,7.11,0.088
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,353.15,8.29,0.102
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.15,1.01,0.017
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.15,2.52,0.044
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.15,4.32,0.073
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.15,6.53,0.107
OCC[n+]1ccn(c1)C.FC(S(=O)(=O)[O-])(F)F,303.15,8.96,0.144
